annual_income,loan_purpose,loan_amount,interest_rate
14500,debt_consolidation,15000,24.84
52000,debt_consolidation,10000,5.32
85000,credit_card,14000,7.97
25000,debt_consolidation,10000,16.02
225000,debt_consolidation,35000,10.9
80000,debt_consolidation,40000,10.42
25000,debt_consolidation,5000,15.05
73000,home_improvement,2500,10.42
136000,credit_card,25000,11.98
40000,credit_card,7700,10.91
340000,debt_consolidation,34000,5.32
30000,debt_consolidation,5600,7.96
65000,debt_consolidation,15000,22.9
42000,debt_consolidation,13600,15.04
85000,debt_consolidation,23000,9.92
120000,credit_card,8000,15.05
70020,credit_card,5000,7.34
55000,debt_consolidation,4800,17.47
90000,credit_card,10000,17.09
140000,debt_consolidation,35000,6.08
63446.53,debt_consolidation,27000,10.91
110000,home_improvement,25000,5.31
15000,debt_consolidation,2000,10.91
38000,credit_card,7000,10.42
190000,debt_consolidation,10500,5.32
42000,debt_consolidation,24000,15.04
95000,credit_card,40000,7.34
35000,home_improvement,5000,18.06
100000,debt_consolidation,34000,18.06
30000,debt_consolidation,6000,9.93
47000,debt_consolidation,8000,9.92
60000,debt_consolidation,13000,10.41
50000,credit_card,5000,7.97
256000,debt_consolidation,20000,11.99
170000,home_improvement,5000,6.72
55000,debt_consolidation,11000,11.99
200000,credit_card,10000,6.08
150000,debt_consolidation,12000,21.45
52000,debt_consolidation,12000,25.82
20000,debt_consolidation,5000,11.99
65000,credit_card,6500,11.98
410000,credit_card,24000,5.32
180000,credit_card,25000,6.07
65000,debt_consolidation,35000,19.42
126000,credit_card,5000,7.97
64000,debt_consolidation,8500,9.93
52000,debt_consolidation,10000,7.34
75000,debt_consolidation,12000,10.42
37000,credit_card,6000,6.08
31000,debt_consolidation,3500,20
35000,credit_card,4800,5.31
55000,debt_consolidation,2500,11.99
75000,credit_card,15250,6.71
113000,home_improvement,20000,6.07
50000,credit_card,2000,14.07
88000,debt_consolidation,10000,21.45
32000,credit_card,5000,10.9
39900,debt_consolidation,3000,13.59
15000,debt_consolidation,2500,13.59
42000,debt_consolidation,4000,7.97
90000,debt_consolidation,24000,9.44
78000,credit_card,12500,19.03
150000,debt_consolidation,10000,10.42
38400,debt_consolidation,24000,18.45
154000,debt_consolidation,29400,21.45
110000,home_improvement,40000,10.9
43000,credit_card,10000,16.01
25000,debt_consolidation,12000,17.09
23000,credit_card,3000,13.58
70000,credit_card,3800,10.9
30000,credit_card,10000,16.02
75000,credit_card,12000,10.9
31000,credit_card,4000,10.91
59000,credit_card,9500,5.32
12000,credit_card,10000,13.59
48000,debt_consolidation,34000,7.97
36000,credit_card,34000,19.03
50000,credit_card,8000,10.91
90000,debt_consolidation,22000,13.58
47000,debt_consolidation,5000,9.92
30000,debt_consolidation,7200,20
32000,credit_card,4000,9.44
33000,credit_card,6000,10.41
150000,debt_consolidation,35000,17.09
45000,home_improvement,23000,15.05
30000,debt_consolidation,5000,16.01
80000,credit_card,4000,5.31
48000,credit_card,6000,6.71
55000,credit_card,1375,7.97
185000,credit_card,10000,10.91
47600,debt_consolidation,7500,6.71
100000,credit_card,23000,10.41
33996,debt_consolidation,8300,14.07
125000,debt_consolidation,35000,17.09
30000,debt_consolidation,5000,10.91
45000,debt_consolidation,6000,6.08
72000,credit_card,5000,6.08
35000,debt_consolidation,2500,7.96
76000,credit_card,10000,6.72
60000,credit_card,11200,15.04
20000,debt_consolidation,5000,10.42
65000,debt_consolidation,15000,7.34
140000,debt_consolidation,11000,15.04
45384,debt_consolidation,10000,22.91
36000,debt_consolidation,12000,11.99
50000,home_improvement,14000,15.04
70000,debt_consolidation,10000,13.59
78000,credit_card,18000,19.42
19719,credit_card,1000,11.99
85000,credit_card,34000,16.02
100000,debt_consolidation,16000,15.05
70000,debt_consolidation,3000,6.08
35000,debt_consolidation,5000,21.45
83000,credit_card,35000,5.32
40000,debt_consolidation,10000,6.71
66000,home_improvement,9600,9.44
120000,debt_consolidation,40000,7.35
27550,debt_consolidation,4800,7.34
30504,debt_consolidation,15000,23.87
14616,debt_consolidation,8000,16.01
17340,debt_consolidation,10000,26.77
37000,credit_card,4000,6.08
40000,debt_consolidation,7000,21.45
28750,credit_card,15000,13.59
31812,debt_consolidation,10000,21.85
75000,debt_consolidation,25000,26.3
29200,debt_consolidation,8200,20.39
37000,debt_consolidation,17975,10.9
34415.16,debt_consolidation,18000,18.45
28000,credit_card,10000,6.07
60000,debt_consolidation,6000,13.58
48000,debt_consolidation,16000,21.45
54000,credit_card,7500,7.34
52464,debt_consolidation,20000,21.45
14200,debt_consolidation,2000,7.97
42000,credit_card,7000,9.44
37000,credit_card,5575,22.91
23666,debt_consolidation,8000,11.99
28201.32,debt_consolidation,17000,19.03
24000,debt_consolidation,15000,16.01
63000,credit_card,15000,16.01
40000,debt_consolidation,20000,17.47
18000,debt_consolidation,5000,13.58
48000,debt_consolidation,11000,11.99
35000,debt_consolidation,7000,14.07
13200,debt_consolidation,10000,26.3
65000,debt_consolidation,33875,11.99
80000,debt_consolidation,24350,9.93
23000,debt_consolidation,7200,11.98
17000,debt_consolidation,3000,19.03
62933.64,credit_card,20000,15.04
120000,credit_card,3000,6.08
31200,debt_consolidation,8400,9.92
85000,credit_card,35000,11.98
65000,credit_card,20000,18.45
32000,debt_consolidation,3000,11.99
75000,credit_card,7500,18.06
66000,debt_consolidation,12000,9.92
44000,debt_consolidation,8400,9.44
54600,debt_consolidation,5600,14.08
60000,debt_consolidation,4725,14.08
20712,debt_consolidation,10400,9.43
43000,debt_consolidation,5000,17.47
14400,credit_card,2000,16.02
30000,credit_card,10000,10.41
32000,debt_consolidation,10000,14.07
95500,home_improvement,10000,14.08
72000,debt_consolidation,15000,14.07
60000,credit_card,12000,19.03
50000,debt_consolidation,25000,19.42
55412,debt_consolidation,5000,21.45
40000,credit_card,3600,9.93
55000,debt_consolidation,12000,6.07
50676,debt_consolidation,8000,6.71
18000,credit_card,7000,18.06
54032,debt_consolidation,2500,20
63000,debt_consolidation,20000,21.85
86000,debt_consolidation,30000,16.02
82048,debt_consolidation,35000,17.09
36000,credit_card,16000,23.88
16848,debt_consolidation,6500,23.88
20800,debt_consolidation,14450,15.05
36000,debt_consolidation,10000,10.42
57000,debt_consolidation,7000,19.03
63000,debt_consolidation,27000,19.03
30000,credit_card,12000,16.01
60433,debt_consolidation,22750,13.58
30457,credit_card,1100,11.99
59871,debt_consolidation,10000,7.97
32000,credit_card,1500,18.06
36000,debt_consolidation,27000,19.42
120000,debt_consolidation,25000,13.59
41364,debt_consolidation,10000,20
56000,home_improvement,6000,9.43
41000,home_improvement,12000,11.98
125000,debt_consolidation,20000,7.34
50000,credit_card,14000,10.91
100000,debt_consolidation,10000,5.31
22500,debt_consolidation,7000,14.07
18000,debt_consolidation,10000,11.98
44088,debt_consolidation,10000,13.59
25000,debt_consolidation,5000,10.42
40000,home_improvement,25000,17.47
33661.32,debt_consolidation,10000,14.08
48200,debt_consolidation,1200,14.08
50000,debt_consolidation,21000,23.88
70000,credit_card,10000,10.42
23000,debt_consolidation,7000,14.08
40743.25,debt_consolidation,7325,21.85
75000,debt_consolidation,10000,14.07
54000,debt_consolidation,8500,18.45
25236,debt_consolidation,15000,20.39
42000,debt_consolidation,10000,14.07
12276,credit_card,4000,14.08
24576,credit_card,5800,5.32
38400,debt_consolidation,15000,10.91
60000,credit_card,15000,5.32
15000,debt_consolidation,6000,7.96
63130,credit_card,15000,10.9
20280,credit_card,6025,10.41
33000,debt_consolidation,20000,20.39
42000,debt_consolidation,23000,6.07
55000,debt_consolidation,15000,9.92
80000,debt_consolidation,35000,16.01
16752,debt_consolidation,10000,19.42
30000,debt_consolidation,15000,9.92
26500,debt_consolidation,1000,19.03
10548,debt_consolidation,3000,9.93
16000,debt_consolidation,7000,18.06
58000,credit_card,20000,16.02
70000,debt_consolidation,20000,11.98
21049,debt_consolidation,16000,17.09
64000,credit_card,28000,15.05
38000,credit_card,7200,5.32
72000,debt_consolidation,5000,13.59
31000,debt_consolidation,8000,7.97
68000,debt_consolidation,40000,9.93
24000,debt_consolidation,5000,13.59
90000,credit_card,27000,11.98
67000,debt_consolidation,14400,16.01
35000,debt_consolidation,19200,18.06
45000,debt_consolidation,10000,10.42
85000,credit_card,20000,30.79
48000,debt_consolidation,13000,10.42
85000,credit_card,5500,11.98
24000,debt_consolidation,9000,19.03
90000,debt_consolidation,14000,9.43
55296,debt_consolidation,20000,21.85
59054,debt_consolidation,15000,6.08
50000,credit_card,12000,6.71
83740,debt_consolidation,35000,15.04
35000,debt_consolidation,11000,6.71
48000,debt_consolidation,10000,10.9
36000,debt_consolidation,18000,13.59
30000,debt_consolidation,12000,19.42
23000,credit_card,8500,16.02
18375,debt_consolidation,6000,25.82
59000,debt_consolidation,30000,14.07
33768,credit_card,10000,9.92
38550,debt_consolidation,12000,16.01
58000,debt_consolidation,15000,10.91
43500,debt_consolidation,3600,6.08
24000,debt_consolidation,8000,9.92
104000,home_improvement,5000,15.05
24000,debt_consolidation,12000,18.45
35000,debt_consolidation,5000,7.96
55000,credit_card,15000,9.43
19000,debt_consolidation,5000,7.97
67000,debt_consolidation,16000,6.71
36886.32,debt_consolidation,5000,10.41
10596,debt_consolidation,2250,26.3
66000,debt_consolidation,23000,13.59
23000,credit_card,15000,22.91
25000,debt_consolidation,7500,9.92
69000,debt_consolidation,22000,19.03
95000,credit_card,10000,6.08
48000,debt_consolidation,5000,10.9
25000,credit_card,10000,10.91
31656,debt_consolidation,17950,16.01
65318.52,home_improvement,25000,15.04
75000,debt_consolidation,7200,7.97
63477.84,credit_card,35000,20
48000,debt_consolidation,12000,13.58
13930,debt_consolidation,4200,10.91
55000,debt_consolidation,20000,21.45
78000,debt_consolidation,28000,11.99
35000,credit_card,5600,9.92
91690,credit_card,25000,13.58
36536,credit_card,10000,5.31
70000,home_improvement,12000,17.47
37000,debt_consolidation,10000,11.99
65000,credit_card,6400,9.44
15000,credit_card,5000,20
35000,debt_consolidation,21000,16.02
25000,debt_consolidation,10000,19.03
15000,debt_consolidation,3000,11.98
100000,debt_consolidation,20000,9.93
46219,debt_consolidation,20000,6.72
60000,credit_card,25000,7.35
66000,credit_card,15600,13.59
59000,debt_consolidation,10500,9.43
9600,debt_consolidation,5000,17.47
84000,credit_card,16000,19.03
40000,home_improvement,10000,9.92
55000,debt_consolidation,15000,11.99
70000,debt_consolidation,40000,7.35
38000,debt_consolidation,10000,21.85
78000,credit_card,15000,6.08
42000,debt_consolidation,10000,15.04
32000,credit_card,7000,10.42
161000,debt_consolidation,40000,11.99
25000,credit_card,8400,14.07
42204,credit_card,13000,10.42
106686,home_improvement,40000,16.01
56000,debt_consolidation,19475,7.97
51600,debt_consolidation,20000,11.98
30000,debt_consolidation,16000,13.59
75000,debt_consolidation,10000,6.08
36000,debt_consolidation,16000,10.42
155000,debt_consolidation,35000,7.35
110000,credit_card,8000,9.93
46000,debt_consolidation,10000,10.91
100000,debt_consolidation,40000,9.43
38000,debt_consolidation,17000,7.97
24000,debt_consolidation,4700,6.08
31500,credit_card,2600,9.43
60000,debt_consolidation,10000,6.07
13136,debt_consolidation,5000,19.42
76000,credit_card,16000,9.44
36000,debt_consolidation,15000,7.34
29016,debt_consolidation,15000,10.41
18312,debt_consolidation,10000,19.42
67200,home_improvement,10000,10.91
80000,home_improvement,8000,5.32
55000,credit_card,15000,6.71
32112,debt_consolidation,14000,11.98
25356,debt_consolidation,14000,24.84
27610,debt_consolidation,6100,26.77
38600,credit_card,10000,11.98
40000,home_improvement,25000,12.61
28800,credit_card,15000,21.45
17000,credit_card,10200,7.96
15996,debt_consolidation,3000,11.99
31858,debt_consolidation,13000,10.41
56000,debt_consolidation,10000,15.05
33500,credit_card,12500,6.07
85000,debt_consolidation,38000,10.91
66000,debt_consolidation,20000,6.72
85000,credit_card,40000,6.71
31000,credit_card,14000,16.01
44050,debt_consolidation,3000,19.03
24000,credit_card,20000,13.58
33300,home_improvement,10000,19.42
62000,debt_consolidation,23000,24.84
38560,home_improvement,16000,6.08
18000,debt_consolidation,5100,17.09
14000,debt_consolidation,8500,6.72
105000,debt_consolidation,35000,17.47
42000,debt_consolidation,17000,13.59
27000,debt_consolidation,8400,20.39
36051,credit_card,6000,7.97
26592,debt_consolidation,13000,19.42
20000,credit_card,4000,14.08
39000,debt_consolidation,20000,18.45
40012,debt_consolidation,10000,7.34
125000,credit_card,8000,10.9
47782,home_improvement,13575,21.85
49000,debt_consolidation,5500,10.42
103000,credit_card,14000,20.39
53695,credit_card,10000,13.58
21500,debt_consolidation,12000,16.01
36331,debt_consolidation,5000,18.06
84396,debt_consolidation,28000,16.02
39804,credit_card,5000,7.97
40000,debt_consolidation,4500,10.42
145000,debt_consolidation,15000,5.31
68000,debt_consolidation,2000,25.82
30000,debt_consolidation,15000,15.05
40000,debt_consolidation,8000,9.92
63071,debt_consolidation,25000,11.99
60000,debt_consolidation,18000,6.08
85000,debt_consolidation,18000,11.99
26000,debt_consolidation,10000,20.39
15500,debt_consolidation,7000,14.08
56000,debt_consolidation,11500,5.31
118000,credit_card,40000,11.98
68353,home_improvement,34000,25.82
25465,debt_consolidation,7600,9.43
95000,debt_consolidation,40000,14.08
20000,credit_card,10000,11.99
51000,debt_consolidation,17000,11.99
34000,debt_consolidation,12000,13.58
80000,debt_consolidation,15000,7.34
25000,credit_card,10000,10.42
48000,debt_consolidation,10000,7.34
68186,credit_card,12000,17.47
13000,debt_consolidation,5000,16.01
18960,credit_card,3500,6.08
50000,debt_consolidation,25000,9.92
45000,credit_card,20000,9.43
65000,debt_consolidation,17000,5.32
110000,debt_consolidation,34000,16.02
20000,debt_consolidation,4200,10.91
29000,debt_consolidation,11000,10.41
76000,debt_consolidation,6000,6.72
60000,credit_card,15000,11.99
42000,credit_card,10000,13.58
32000,credit_card,11000,10.91
56000,debt_consolidation,12000,17.47
14000,home_improvement,3000,7.97
80901,debt_consolidation,34000,18.45
25000,debt_consolidation,9500,9.93
19000,debt_consolidation,5000,6.72
120000,credit_card,40000,14.08
88000,debt_consolidation,17000,9.44
75000,credit_card,20000,5.32
75000,home_improvement,5000,6.07
54000,home_improvement,16000,10.9
58000,debt_consolidation,12000,9.92
25000,debt_consolidation,3200,6.08
50000,credit_card,6000,9.44
54000,debt_consolidation,12000,18.45
47710.44,debt_consolidation,14000,13.58
80000,home_improvement,17500,9.44
47000,debt_consolidation,3000,13.59
43640,debt_consolidation,10000,10.42
63000,debt_consolidation,15000,13.58
32300,debt_consolidation,9000,10.9
56736,debt_consolidation,10000,10.42
54000,credit_card,20000,9.92
53000,debt_consolidation,6000,14.08
58000,debt_consolidation,19000,6.72
20000,debt_consolidation,9600,22.91
55000,debt_consolidation,15000,18.06
18900,debt_consolidation,10000,10.41
55000,debt_consolidation,10000,23.87
62000,credit_card,14000,6.72
49000,home_improvement,5000,9.44
45000,debt_consolidation,10000,9.44
72000,home_improvement,7200,14.08
14928,debt_consolidation,4600,19.42
35000,debt_consolidation,11000,9.92
92000,debt_consolidation,7000,9.43
120000,debt_consolidation,15000,16.01
46000,credit_card,2500,10.9
25400,credit_card,8000,9.93
38000,debt_consolidation,3000,13.59
30000,debt_consolidation,10400,10.9
22000,debt_consolidation,7000,10.9
110000,home_improvement,15000,7.34
22114,credit_card,10000,5.31
30000,credit_card,8000,9.44
59000,home_improvement,12000,9.44
32000,debt_consolidation,12000,11.99
29000,credit_card,14000,9.43
50000,debt_consolidation,15000,15.05
44100,debt_consolidation,18000,6.08
60000,debt_consolidation,7500,7.96
190000,credit_card,35000,6.71
35000,home_improvement,12000,21.85
18708,credit_card,6000,10.41
65000,debt_consolidation,25000,9.92
19200,debt_consolidation,8000,10.42
72000,debt_consolidation,27000,12.61
22000,debt_consolidation,4000,6.07
25825,credit_card,5000,13.59
65000,credit_card,3000,6.08
12000,debt_consolidation,4975,16.01
75000,credit_card,22000,6.71
18000,credit_card,10000,17.47
15599,debt_consolidation,4000,13.58
20000,credit_card,3000,17.09
50000,credit_card,20000,6.72
25000,debt_consolidation,6900,17.09
51000,debt_consolidation,10000,15.05
20400,debt_consolidation,10000,7.96
190000,credit_card,10000,18.45
67000,debt_consolidation,15000,9.43
13000,debt_consolidation,5000,6.72
40000,debt_consolidation,6000,5.32
24482,debt_consolidation,10000,9.92
25000,credit_card,5000,9.93
25000,debt_consolidation,10000,11.99
25000,debt_consolidation,4200,10.42
54000,debt_consolidation,10000,10.42
75341,credit_card,10000,9.93
24000,debt_consolidation,2700,22.91
25000,debt_consolidation,7200,14.08
80000,credit_card,9000,10.42
55000,debt_consolidation,10000,6.72
72000,debt_consolidation,10000,14.07
40280,home_improvement,3500,6.71
40000,debt_consolidation,15000,17.47
53654.88,debt_consolidation,15000,9.93
9000,debt_consolidation,5000,16.02
